// Contiene le regole utilizzate da Sequenze per compilare il file;;;;;;;;;;;;
// ayv.txt che verrà poi usato per chiamare il plug-in adatto;;;;;;;;;;;;
// ad elaborare una determinata immagine;;;;;;;;;;;;
// al posto del punto e virgola metto il carattere §;;;;;;;;;;;;
// N.B. si hanno 4 directions vup verticale a crescere, vdw vertivale a scendere ;;;;;;;;;;;;
// hsx orizz. verso sx, hdx orizz. verso dx                  ;;;;;;;;;;;;
// CODICE;COMMENTO;DA PASSARE;TOTALI;IMAORDER;IMA_INCR;SPARE_1;SPARE_2;SPARE_3;COIL;DIRECTION;DEPTH;PLUGIN
//SIEMENS SIMPHONY +  AVANTO;;;;;;;;;;;;
// BODY;;;;;;;;;;;;
PA4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
//;;;;;;;;;;;;
// MATRIX PERIPHERIC ANGIO AERA SAVE UNCOMBINED;NUOVE NB: DX SU DX E SX SU SX;;;;;;;;;;;
QR1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PA1;x;30;p10rmn_
QR1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PA1;x;30;p10rmn_
QL1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PA1;x;30;p10rmn_
QL1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PA1;x;30;p10rmn_
QR2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PA2;x;30;p10rmn_
QR2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PA2;x;30;p10rmn_
QL2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PA2;x;30;p10rmn_
QL2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PA2;x;30;p10rmn_
QR3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PA3;x;30;p10rmn_
QR3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PA3;x;30;p10rmn_
QL3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PA3;x;30;p10rmn_
QL3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PA3;x;30;p10rmn_
QR4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PA4;x;30;p10rmn_
QR4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PA4;x;30;p10rmn_
QL4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PA4;x;30;p10rmn_
QL4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PA4;x;30;p10rmn_
QR5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PA5;x;30;p10rmn_
QR5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PA5;x;30;p10rmn_
QL5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PA5;x;30;p10rmn_
QL5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PA5;x;30;p10rmn_
QR6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PA6;x;30;p10rmn_
QR6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PA6;x;30;p10rmn_
QL6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PA6;x;30;p10rmn_
QL6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PA6;x;30;p10rmn_
//;;;;;;;;;;;;
QR1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PR11;x;30;p10rmn_
QR1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PR11;x;30;p10rmn_
QR2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PR21;x;30;p10rmn_
QR2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PR21;x;30;p10rmn_
QR3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PR31;x;30;p10rmn_
QR3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PR31;x;30;p10rmn_
QR4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PR41;x;30;p10rmn_
QR4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PR41;x;30;p10rmn_
QR5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PR51;x;30;p10rmn_
QR5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PR51;x;30;p10rmn_
QR6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PR61;x;30;p10rmn_
QR6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PR61;x;30;p10rmn_
//;;;;;;;;;;;;
QR1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PR12;x;30;p10rmn_
QR1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PR12;x;30;p10rmn_
QR2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PR22;x;30;p10rmn_
QR2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PR22;x;30;p10rmn_
QR3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PR32;x;30;p10rmn_
QR3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PR32;x;30;p10rmn_
QR4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PR42;x;30;p10rmn_
QR4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PR42;x;30;p10rmn_
QR5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PR52;x;30;p10rmn_
QR5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PR52;x;30;p10rmn_
QR6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PR62;x;30;p10rmn_
QR6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PR62;x;30;p10rmn_
//;;;;;;;;;;;;
QR1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PR13;x;30;p10rmn_
QR1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PR13;x;30;p10rmn_
QR2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PR23;x;30;p10rmn_
QR2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PR23;x;30;p10rmn_
QR3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PR33;x;30;p10rmn_
QR3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PR33;x;30;p10rmn_
QR4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PR43;x;30;p10rmn_
QR4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PR43;x;30;p10rmn_
QR5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PR53;x;30;p10rmn_
QR5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PR53;x;30;p10rmn_
QR6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PR63;x;30;p10rmn_
QR6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PR63;x;30;p10rmn_
//;;;;;;;;;;;;
QL1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PL11;x;30;p10rmn_
QL1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PL11;x;30;p10rmn_
QL2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PL21;x;30;p10rmn_
QL2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PL21;x;30;p10rmn_
QL3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PL31;x;30;p10rmn_
QL3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PL31;x;30;p10rmn_
QL4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PL41;x;30;p10rmn_
QL4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PL41;x;30;p10rmn_
QL5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PL51;x;30;p10rmn_
QL5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PL51;x;30;p10rmn_
QL6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PL61;x;30;p10rmn_
QL6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PL61;x;30;p10rmn_
//;;;;;;;;;;;;
QL1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PL12;x;30;p10rmn_
QL1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PL12;x;30;p10rmn_
QL2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PL22;x;30;p10rmn_
QL2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PL22;x;30;p10rmn_
QL3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PL32;x;30;p10rmn_
QL3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PL32;x;30;p10rmn_
QL4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PL42;x;30;p10rmn_
QL4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PL42;x;30;p10rmn_
QL5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PL52;x;30;p10rmn_
QL5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PL52;x;30;p10rmn_
QL6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PL62;x;30;p10rmn_
QL6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PL62;x;30;p10rmn_
//;;;;;;;;;;;;
QL1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;PL13;x;30;p10rmn_
QL1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;PL13;x;30;p10rmn_
QL2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;PL23;x;30;p10rmn_
QL2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;PL23;x;30;p10rmn_
QL3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;PL33;x;30;p10rmn_
QL3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;PL33;x;30;p10rmn_
QL4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;PL43;x;30;p10rmn_
QL4S_;SpinEcho PERIF ARRAY PA4;4;4;0;0;777;888;999;PL43;x;30;p10rmn_
QL5F_;Flash PERIF ARRAY PA5;4;4;0;0;777;888;999;PL53;x;30;p10rmn_
QL5S_;SpinEcho PERIF ARRAY PA5;4;4;0;0;777;888;999;PL53;x;30;p10rmn_
QL6F_;Flash PERIF ARRAY PA6;4;4;0;0;777;888;999;PL63;x;30;p10rmn_
QL6S_;SpinEcho PERIF ARRAY PA6;4;4;0;0;777;888;999;PL63;x;30;p10rmn_
//;;;;;;;;;;;;
// MATRIX PERIPHERIC ANGIO AVANTO;;;;;;;;;;;;
PR1F_;Flash PERIF ARRAY PR1;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PR1S_;SpinEcho PERIF ARRAY PR1;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL1F_;Flash PERIF ARRAY PL1;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL1S_;SpinEcho PERIF ARRAY PL1;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PR2F_;Flash PERIF ARRAY PR2;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PR2S_;SpinEcho PERIF ARRAY PR2;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL2F_;Flash PERIF ARRAY PL2;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL2S_;SpinEcho PERIF ARRAY PL2;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PR3F_;Flash PERIF ARRAY PR3;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PR3S_;SpinEcho PERIF ARRAY PR3;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL3F_;Flash PERIF ARRAY PL3;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL3S_;SpinEcho PERIF ARRAY PL3;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PR4F_;Flash PERIF ARRAY PR4;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PR4S_;SpinEcho PERIF ARRAY PR4;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL4F_;Flash PERIF ARRAY PL4;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PL4S_;SpinEcho PERIF ARRAY PL4;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
//;;;;;;;;;;;;
//;;;;;;;;;;;;
// T2 AND T1;;;;;;;;;;;;
T2MA_;T2 multi SpinEcho Body;20;20;0;0;777;888;999;xxx;x;x;p2rmn_
T2MB_;T2 multi SpinEcho Body;32;32;0;0;777;888;999;xxx;x;x;p2rmn_
T2M1_;T2 multi SpinEcho Body;1;0;0;0;777;888;999;xxx;x;x;p9rmn_
T2M2_;T2 multi SpinEcho Body;1;0;0;0;777;888;999;xxx;x;x;p9rmn_
T2M3_;T2 multi SpinEcho Body;1;0;0;0;777;888;999;xxx;x;x;p9rmn_
B2K0_;T1 ir 2000 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B1K8_;T1 ir 1800 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B1K6_;T1 ir 1600 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B1K4_;T1 ir 1400 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B1K2_;T1 ir 1200 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B1K0_;T1 ir 1000 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B090_;T1 ir 900 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B080_;T1 ir 800 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B070_;T1 ir 700 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B060_;T1 ir 600 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B050_;T1 ir 500 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B040_;T1 ir 400 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B030_;T1 ir 300 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B020_;T1 ir 200 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B010_;T1 ir 100 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B008_;T1 ir 80 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B005_;T1 ir 50 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
B003_;T1 ir 30 Body;18;1;0;0;777;888;999;xxx;x;x;p2rmn_
C080_;T1 ir 800 Body;1;0;0;0;777;888;999;xxx;x;x;p9rmn_
//;;;;;;;;;;;;
// BREAST AERA 18 NORMALE;;;;;;;;;;;;
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;LS;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;LD;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;LF;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;Li;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;L8;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;LN;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;LT;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;LH;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;Lo;x;30;p10rmn_
BL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;BAL;x;x;p12rmn_
//;;;;;;;;;;;;
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;RS;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;RD;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;RF;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;Ri;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;R8;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;RN;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;RT;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;RH;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;Ro;x;30;p10rmn_
BR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;BAR;x;x;p12rmn_
//;;;;;;;;;;;;
// BREAST AERA 18 NORMALE;;;;;;;;;;;;
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;LS;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;LD;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;LF;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;Li;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;L8;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;LN;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;LT;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;LH;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;Lo;x;30;p10rmn_
BL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;BAL;x;x;p12rmn_
//;;;;;;;;;;;;
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;RS;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;RD;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;RF;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;Ri;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;R8;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;RN;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;RT;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;RH;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;Ro;x;30;p10rmn_
BR2S_;Spineco BREAST RIGHT;4;12;0;0;777;888;999;BAR;x;x;p12rmn_
//;;;;;;;;;;;;
//;;;;;;;;;;;;
// BREAST AERA BIOPSY;;;;;;;;;;;;
YL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;BL1;x;30;p10rmn_
YL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;BL2;x;30;p10rmn_
YL2F_;Flash BREAST LEFT;4;12;0;0;777;888;999;2BL;x;x;p12rmn_
//;;;;;;;;;;;;
YR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;BR1;x;30;p10rmn_
YR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;BR2;x;30;p10rmn_
YR2F_;Flash BREAST RIGHT;4;12;0;0;777;888;999;2BR;x;x;p12rmn_
//;;;;;;;;;;;;
YL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;BL1;x;30;p10rmn_
YL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;BL2;x;30;p10rmn_
YL2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;2BL;x;x;p12rmn_
//;;;;;;;;;;;;
YR2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;BR1;x;30;p10rmn_
YR2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;BR2;x;30;p10rmn_
YR2S_;Spineco BREAST LEFT;4;12;0;0;777;888;999;2BR;x;x;p12rmn_
//;;;;;;;;;;;;
// ENDORECTAL AERA;;;;;;;;;;;;
ERAF_;Flash ENDORECTAL;4;4;0;0;777;888;999;EN;x;x;p12rmn_
ERAS_;Spineco ENDORECTAL;4;4;0;0;777;888;999;EN;x;x;p12rmn_
//;;;;;;;;;;;;
// KNEE AERA;;;;;;;;;;;;
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K1;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K2;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K3;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K4;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K5;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K6;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K7;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K8;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K9;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K10;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K11;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K12;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K13;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K14;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;K15;x;30;p10rmn_
KNEF_;Flash KNEE;4;4;0;0;777;888;999;15K;x;x;p12rmn_
//;;;;;;;;;;;;
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K1;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K2;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K3;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K4;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K5;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K6;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K7;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K8;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K9;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K10;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K11;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K12;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K13;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K14;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;K15;x;30;p10rmn_
KNES_;Spineco KNEE;4;4;0;0;777;888;999;15K;x;x;p12rmn_
//;;;;;;;;;;;;
// SHOULDER AERA;;;;;;;;;;;;
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS1;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS2;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS3;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS4;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS5;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS6;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS7;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS8;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS9;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS10;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS11;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS12;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS13;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS14;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS15;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS16;x;30;p10rmn_
SS2F_;Flash SHOULDER SMALL;4;4;0;0;777;888;999;SHS;x;x;p12rmn_
//;;;;;;;;;;;;
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS1;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS2;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS3;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS4;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS5;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS6;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS7;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS8;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS9;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS10;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS11;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS12;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS13;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS14;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS15;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS16;x;30;p10rmn_
SS2S_;Spineco SHOULDER SMALL;4;4;0;0;777;888;999;SHS;x;x;p12rmn_
//;;;;;;;;;;;;
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL1;x;30;p10rmn_
SL2F_;Flash SHOULDER LARGE;4;4;0;0;777;888;999;SHL2;x;30;p10rmn_
