// Contiene le regole utilizzate da Sequenze per compilare il file;;;;;;;;;;;;
// ayv.txt che verrà poi usato per chiamare il plug-in adatto;;;;;;;;;;;;
// ad elaborare una determinata immagine;;;;;;;;;;;;
// al posto del punto e virgola metto il carattere §;;;;;;;;;;;;
// N.B. si hanno 4 directions vup verticale a crescere, vdw vertivale a scendere ;;;;;;;;;;;;
// hsx orizz. verso sx, hdx orizz. verso dx                  ;;;;;;;;;;;;
// CODICE;COMMENTO;DA PASSARE;TOTALI;IMAORDER;IMA_INCR;SPARE_1;SPARE_2;SPARE_3;COIL;DIRECTION;DEPTH;PLUGIN
//SIEMENS SIMPHONY +  AVANTO;;;;;;;;;;;;
// BODY;;;;;;;;;;;;
C1CS_;SpinEcho BODY ARRAY B03A;4;4;0;0;777;888;999;B32;hdx;30;p10rmn_
C1CF_;Flash BODY ARRAY B03A;4;4;0;0;777;888;999;B32;hdx;30;p10rmn_
//;;;;;;;;;;;;
C1AS_;SpinEcho BODY ARRAY B01A;4;4;0;0;777;888;999;B13;hdx;30;p10rmn_
C1AF_;Flash BODY ARRAY B01A;4;4;0;0;777;888;999;B13;hdx;30;p10rmn_
C1BS_;SpinEcho BODY ARRAY B02A;4;4;0;0;777;888;999;B23;hdx;30;p10rmn_
C1BF_;Flash BODY ARRAY B02A;4;4;0;0;777;888;999;B23;hdx;30;p10rmn_
C1CS_;SpinEcho BODY ARRAY B03A;4;4;0;0;777;888;999;B33;hdx;30;p10rmn_
C1CF_;Flash BODY ARRAY B03A;4;4;0;0;777;888;999;B33;hdx;30;p10rmn_
//;;;;;;;;;;;;
C1AS_;SpinEcho BODY ARRAY B01A;4;4;0;0;777;888;999;B14;hdx;30;p10rmn_
C1AF_;Flash BODY ARRAY B01A;4;4;0;0;777;888;999;B14;hdx;30;p10rmn_
C1BS_;SpinEcho BODY ARRAY B02A;4;4;0;0;777;888;999;B24;hdx;30;p10rmn_
C1BF_;Flash BODY ARRAY B02A;4;4;0;0;777;888;999;B24;hdx;30;p10rmn_
C1CS_;SpinEcho BODY ARRAY B03A;4;4;0;0;777;888;999;B34;hdx;30;p10rmn_
C1CF_;Flash BODY ARRAY B03A;4;4;0;0;777;888;999;B34;hdx;30;p10rmn_
//;;;;;;;;;;;;
C1AS_;SpinEcho BODY ARRAY B01A;4;4;0;0;777;888;999;B15;hdx;30;p10rmn_
C1AF_;Flash BODY ARRAY B01A;4;4;0;0;777;888;999;B15;hdx;30;p10rmn_
C1BS_;SpinEcho BODY ARRAY B02A;4;4;0;0;777;888;999;B25;hdx;30;p10rmn_
C1BF_;Flash BODY ARRAY B02A;4;4;0;0;777;888;999;B25;hdx;30;p10rmn_
C1CS_;SpinEcho BODY ARRAY B03A;4;4;0;0;777;888;999;B35;hdx;30;p10rmn_
C1CF_;Flash BODY ARRAY B03A;4;4;0;0;777;888;999;B35;hdx;30;p10rmn_
//;;;;;;;;;;;;
C1AS_;SpinEcho BODY ARRAY B01A;4;4;0;0;777;888;999;B16;hdx;30;p10rmn_
C1AF_;Flash BODY ARRAY B01A;4;4;0;0;777;888;999;B16;hdx;30;p10rmn_
C1BS_;SpinEcho BODY ARRAY B02A;4;4;0;0;777;888;999;B26;hdx;30;p10rmn_
C1BF_;Flash BODY ARRAY B02A;4;4;0;0;777;888;999;B26;hdx;30;p10rmn_
C1CS_;SpinEcho BODY ARRAY B03A;4;4;0;0;777;888;999;B36;hdx;30;p10rmn_
C1CF_;Flash BODY ARRAY B03A;4;4;0;0;777;888;999;B36;hdx;30;p10rmn_
//;;;; ;;;;;;;;
//;;;; ;;;;;;;;
D1AS_;SpinEcho BODY ARRAY B01B;4;4;0;0;777;888;999;BO1;hdx;30;p12rmn_
D1AF_;Flash BODY ARRAY B01B;4;4;0;0;777;888;999;BO1;hdx;30;p12rmn_
D1BS_;SpinEcho BODY ARRAY B02B;4;4;0;0;777;888;999;BO2;hdx;30;p12rmn_
D1BF_;Flash BODY ARRAY B02B;4;4;0;0;777;888;999;BO2;hdx;30;p12rmn_
D1CS_;SpinEcho BODY ARRAY B03B;4;4;0;0;777;888;999;BO3;hdx;30;p12rmn_
D1CF_;Flash BODY ARRAY B03B;4;4;0;0;777;888;999;BO3;hdx;30;p12rmn_
//;;;;;;;;;;;;
D1AS_;SpinEcho BODY ARRAY B01B;4;4;0;0;777;888;999;B11;hdx;30;p10rmn_
D1AF_;Flash BODY ARRAY B01B;4;4;0;0;777;888;999;B11;hdx;30;p10rmn_
D1BS_;SpinEcho BODY ARRAY B02B;4;4;0;0;777;888;999;B21;hdx;30;p10rmn_
D1BF_;Flash BODY ARRAY B02B;4;4;0;0;777;888;999;B21;hdx;30;p10rmn_
D1CS_;SpinEcho BODY ARRAY B03B;4;4;0;0;777;888;999;B31;hdx;30;p10rmn_
D1CF_;Flash BODY ARRAY B03B;4;4;0;0;777;888;999;B31;hdx;30;p10rmn_
//;;;;;;;;;;;;
D1AS_;SpinEcho BODY ARRAY B01B;4;4;0;0;777;888;999;B12;hdx;30;p10rmn_
D1AF_;Flash BODY ARRAY B01B;4;4;0;0;777;888;999;B12;hdx;30;p10rmn_
D1BS_;SpinEcho BODY ARRAY B02B;4;4;0;0;777;888;999;B22;hdx;30;p10rmn_
D1BF_;Flash BODY ARRAY B02B;4;4;0;0;777;888;999;B22;hdx;30;p10rmn_
D1CS_;SpinEcho BODY ARRAY B03B;4;4;0;0;777;888;999;B32;hdx;30;p10rmn_
D1CF_;Flash BODY ARRAY B03B;4;4;0;0;777;888;999;B32;hdx;30;p10rmn_
//;;;;;;;;;;;;
D1AS_;SpinEcho BODY ARRAY B01B;4;4;0;0;777;888;999;B13;hdx;30;p10rmn_
D1AF_;Flash BODY ARRAY B01B;4;4;0;0;777;888;999;B13;hdx;30;p10rmn_
D1BS_;SpinEcho BODY ARRAY B02B;4;4;0;0;777;888;999;B23;hdx;30;p10rmn_
D1BF_;Flash BODY ARRAY B02B;4;4;0;0;777;888;999;B23;hdx;30;p10rmn_
D1CS_;SpinEcho BODY ARRAY B03B;4;4;0;0;777;888;999;B33;hdx;30;p10rmn_
D1CF_;Flash BODY ARRAY B03B;4;4;0;0;777;888;999;B33;hdx;30;p10rmn_
//;;;;;;;;;;;;
D1AS_;SpinEcho BODY ARRAY B01B;4;4;0;0;777;888;999;B14;hdx;30;p10rmn_
D1AF_;Flash BODY ARRAY B01B;4;4;0;0;777;888;999;B14;hdx;30;p10rmn_
D1BS_;SpinEcho BODY ARRAY B02B;4;4;0;0;777;888;999;B24;hdx;30;p10rmn_
D1BF_;Flash BODY ARRAY B02B;4;4;0;0;777;888;999;B24;hdx;30;p10rmn_
D1CS_;SpinEcho BODY ARRAY B03B;4;4;0;0;777;888;999;B34;hdx;30;p10rmn_
D1CF_;Flash BODY ARRAY B03B;4;4;0;0;777;888;999;B34;hdx;30;p10rmn_
//;;;;;;;;;;;;
D1AS_;SpinEcho BODY ARRAY B01B;4;4;0;0;777;888;999;B15;hdx;30;p10rmn_
D1AF_;Flash BODY ARRAY B01B;4;4;0;0;777;888;999;B15;hdx;30;p10rmn_
D1BS_;SpinEcho BODY ARRAY B02B;4;4;0;0;777;888;999;B25;hdx;30;p10rmn_
D1BF_;Flash BODY ARRAY B02B;4;4;0;0;777;888;999;B25;hdx;30;p10rmn_
D1CS_;SpinEcho BODY ARRAY B03B;4;4;0;0;777;888;999;B35;hdx;30;p10rmn_
D1CF_;Flash BODY ARRAY B03B;4;4;0;0;777;888;999;B35;hdx;30;p10rmn_
//;;;;;;;;;;;;
D1AS_;SpinEcho BODY ARRAY B01B;4;4;0;0;777;888;999;B16;hdx;30;p10rmn_
D1AF_;Flash BODY ARRAY B01B;4;4;0;0;777;888;999;B16;hdx;30;p10rmn_
D1BS_;SpinEcho BODY ARRAY B02B;4;4;0;0;777;888;999;B26;hdx;30;p10rmn_
D1BF_;Flash BODY ARRAY B02B;4;4;0;0;777;888;999;B26;hdx;30;p10rmn_
D1CS_;SpinEcho BODY ARRAY B03B;4;4;0;0;777;888;999;B36;hdx;30;p10rmn_
D1CF_;Flash BODY ARRAY B03B;4;4;0;0;777;888;999;B36;hdx;30;p10rmn_
//;;;;;;;;;;;;
//;;;;;;;;;;;;
// SPINE AVANTO;;;;;;;;;;;;
S1FS_;Flash SPINE S1;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S1SS_;SpinEcho SPINE S1;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S2FS_;Flash SPINE S2;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S2SS_;SpinEcho SPINE S2;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S3FS_;Flash SPINE S3;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S3SS_;SpinEcho SPINE S3;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S4FS_;Flash SPINE S4;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S4SS_;SpinEcho SPINE S4;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S5FS_;Flash SPINE S5;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S5SS_;SpinEcho SPINE S5;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S6FS_;Flash SPINE S6;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S6SS_;SpinEcho SPINE S6;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S7FS_;Flash SPINE S7;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S7SS_;SpinEcho SPINE S7;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S8FS_;Flash SPINE S8;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
S8SS_;SpinEcho SPINE S8;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
//;;;;;;;;;;;;
// SPINE AVANTO SAVE UNCOMBINED;;;;;;;;;;;;
S12S_;SpinEcho SPINE S1-2;4;4;0;0;777;888;999;SP1;hsx;30;p11rmn_
S12F_;Flash SPINE S1-2;4;4;0;0;777;888;999;SP1;hsx;30;p11rmn_
S34S_;SpinEcho SPINE S3-4;4;4;0;0;777;888;999;SP3;hsx;30;p11rmn_
S34F_;Flash SPINE S3-4;4;4;0;0;777;888;999;SP3;hsx;30;p11rmn_
S56S_;SpinEcho SPINE S5-6;4;4;0;0;777;888;999;SP5;hsx;30;p11rmn_
S56F_;Flash SPINE S5-6;4;4;0;0;777;888;999;SP5;hsx;30;p11rmn_
S78S_;SpinEcho SPINE S7-8;4;4;0;0;777;888;999;SP7;hsx;30;p11rmn_
S78F_;Flash SPINE S7-8;4;4;0;0;777;888;999;SP7;hsx;30;p11rmn_
//;;;;;;;;;;;;
S12S_;SpinEcho SPINE S1-2;4;4;0;0;777;888;999;SP2;hsx;30;p11rmn_
S12F_;Flash SPINE S1-2;4;4;0;0;777;888;999;SP2;hsx;30;p11rmn_
S34F_;Flash SPINE S3-4;4;4;0;0;777;888;999;SP4;hsx;30;p11rmn_
S34S_;SpinEcho SPINE S3-4;4;4;0;0;777;888;999;SP4;hsx;30;p11rmn_
S56S_;SpinEcho SPINE S5-6;4;4;0;0;777;888;999;SP6;hsx;30;p11rmn_
S56F_;Flash SPINE S5-6;4;4;0;0;777;888;999;SP6;hsx;30;p11rmn_
S78S_;SpinEcho SPINE S7-8;4;4;0;0;777;888;999;SP8;hsx;30;p11rmn_
S78F_;Flash SPINE S7-8;4;4;0;0;777;888;999;SP8;hsx;30;p11rmn_
//;;;;;;;;;;;;
//S12S_;SpinEcho SPINE S1-2;4;4;0;0;777;888;999;C:SP1,2;hsx;30;p11rmn_
//S12F_;Flash SPINE S1-2;4;4;0;0;777;888;999;C:SP1,2;hsx;30;p11rmn_
//S34F_;Flash SPINE S3-4;4;4;0;0;777;888;999;C:SP3,4;hsx;30;p11rmn_
//S34S_;SpinEcho SPINE S3-4;4;4;0;0;777;888;999;C:SP3,4;hsx;30;p11rmn_
//S56S_;SpinEcho SPINE S5-6;4;4;0;0;777;888;999;C:SP5,6;hsx;30;p11rmn_
//S56F_;Flash SPINE S5-6;4;4;0;0;777;888;999;C:SP5,6;hsx;30;p11rmn_
//S78F_;Flash SPINE S7-8;4;4;0;0;777;888;999;C:SP7,8;hsx;30;p11rmn_
//S78S_;SpinEcho SPINE S7-8;4;4;0;0;777;888;999;C:SP7,8;hsx;30;p11rmn_
//;;;;;;;;;;;;
// SPINE AERA SAVE UNCOMBINED;;;;;;;;;;;;
S1AS_;SpinEcho SPINE S1;4;4;0;0;777;888;999;SP1;vup;30;p11rmn_
S1AF_;Flash SPINE S1;4;4;0;0;777;888;999;SP1;vup;30;p11rmn_
S2AS_;SpinEcho SPINE S2;4;4;0;0;777;888;999;SP2;vup;30;p11rmn_
S2AF_;Flash SPINE S2;4;4;0;0;777;888;999;SP2;vup;30;p11rmn_
S3AS_;SpinEcho SPINE S3;4;4;0;0;777;888;999;SP3;vup;30;p11rmn_
S3AF_;Flash SPINE S3;4;4;0;0;777;888;999;SP3;vup;30;p11rmn_
S4AS_;SpinEcho SPINE S4;4;4;0;0;777;888;999;SP4;vup;30;p11rmn_
S4AF_;Flash SPINE S4;4;4;0;0;777;888;999;SP4;vup;30;p11rmn_
S5AS_;SpinEcho SPINE S5;4;4;0;0;777;888;999;SP5;vup;30;p11rmn_
S5AF_;Flash SPINE S5;4;4;0;0;777;888;999;SP5;vup;30;p11rmn_
S6AS_;SpinEcho SPINE S6;4;4;0;0;777;888;999;SP6;vup;30;p11rmn_
S6AF_;Flash SPINE S6;4;4;0;0;777;888;999;SP6;vup;30;p11rmn_
S7AS_;SpinEcho SPINE S7;4;4;0;0;777;888;999;SP7;vup;30;p11rmn_
S7AF_;Flash SPINE S7;4;4;0;0;777;888;999;SP7;vup;30;p11rmn_
S8AS_;SpinEcho SPINE S8;4;4;0;0;777;888;999;SP8;vup;30;p11rmn_
S8AF_;Flash SPINE S8;4;4;0;0;777;888;999;SP8;vup;30;p11rmn_
//;;;;;;;;;;;;
S1AS_;SpinEcho SPINE S1;4;4;0;0;777;888;999;S11;vup;30;p11rmn_
S1AF_;Flash SPINE S1;4;4;0;0;777;888;999;S11;vup;30;p11rmn_
S2AS_;SpinEcho SPINE S2;4;4;0;0;777;888;999;S21;vup;30;p11rmn_
S2AF_;Flash SPINE S2;4;4;0;0;777;888;999;S21;vup;30;p11rmn_
S3AS_;SpinEcho SPINE S3;4;4;0;0;777;888;999;S31;vup;30;p11rmn_
S3AF_;Flash SPINE S3;4;4;0;0;777;888;999;S31;vup;30;p11rmn_
S4AS_;SpinEcho SPINE S4;4;4;0;0;777;888;999;S41;vup;30;p11rmn_
S4AF_;Flash SPINE S4;4;4;0;0;777;888;999;S41;vup;30;p11rmn_
S5AS_;SpinEcho SPINE S5;4;4;0;0;777;888;999;S51;vup;30;p11rmn_
S5AF_;Flash SPINE S5;4;4;0;0;777;888;999;S51;vup;30;p11rmn_
S6AS_;SpinEcho SPINE S6;4;4;0;0;777;888;999;S61;vup;30;p11rmn_
S6AF_;Flash SPINE S6;4;4;0;0;777;888;999;S61;vup;30;p11rmn_
S7AS_;SpinEcho SPINE S7;4;4;0;0;777;888;999;S71;vup;30;p11rmn_
S7AF_;Flash SPINE S7;4;4;0;0;777;888;999;S71;vup;30;p11rmn_
S8AS_;SpinEcho SPINE S8;4;4;0;0;777;888;999;S81;vup;30;p11rmn_
S8AF_;Flash SPINE S8;4;4;0;0;777;888;999;S81;vup;30;p11rmn_
//;;;;;;;;;;;;
S1AS_;SpinEcho SPINE S1;4;4;0;0;777;888;999;S12;vup;30;p11rmn_
S1AF_;Flash SPINE S1;4;4;0;0;777;888;999;S12;vup;30;p11rmn_
S2AS_;SpinEcho SPINE S2;4;4;0;0;777;888;999;S22;vup;30;p11rmn_
S2AF_;Flash SPINE S2;4;4;0;0;777;888;999;S22;vup;30;p11rmn_
S3AS_;SpinEcho SPINE S3;4;4;0;0;777;888;999;S32;vup;30;p11rmn_
S3AF_;Flash SPINE S3;4;4;0;0;777;888;999;S32;vup;30;p11rmn_
S4AS_;SpinEcho SPINE S4;4;4;0;0;777;888;999;S42;vup;30;p11rmn_
S4AF_;Flash SPINE S4;4;4;0;0;777;888;999;S42;vup;30;p11rmn_
S5AS_;SpinEcho SPINE S5;4;4;0;0;777;888;999;S52;vup;30;p11rmn_
S5AF_;Flash SPINE S5;4;4;0;0;777;888;999;S52;vup;30;p11rmn_
S6AS_;SpinEcho SPINE S6;4;4;0;0;777;888;999;S62;vup;30;p11rmn_
S6AF_;Flash SPINE S6;4;4;0;0;777;888;999;S62;vup;30;p11rmn_
S7AS_;SpinEcho SPINE S7;4;4;0;0;777;888;999;S72;vup;30;p11rmn_
S7AF_;Flash SPINE S7;4;4;0;0;777;888;999;S72;vup;30;p11rmn_
S8AS_;SpinEcho SPINE S8;4;4;0;0;777;888;999;S82;vup;30;p11rmn_
S8AF_;Flash SPINE S8;4;4;0;0;777;888;999;S82;vup;30;p11rmn_
//;;;;;;;;;;;;
S1AS_;SpinEcho SPINE S1;4;4;0;0;777;888;999;S13;vup;30;p11rmn_
S1AF_;Flash SPINE S1;4;4;0;0;777;888;999;S13;vup;30;p11rmn_
S2AS_;SpinEcho SPINE S2;4;4;0;0;777;888;999;S23;vup;30;p11rmn_
S2AF_;Flash SPINE S2;4;4;0;0;777;888;999;S23;vup;30;p11rmn_
S3AS_;SpinEcho SPINE S3;4;4;0;0;777;888;999;S33;vup;30;p11rmn_
S3AF_;Flash SPINE S3;4;4;0;0;777;888;999;S33;vup;30;p11rmn_
S4AS_;SpinEcho SPINE S4;4;4;0;0;777;888;999;S43;vup;30;p11rmn_
S4AF_;Flash SPINE S4;4;4;0;0;777;888;999;S43;vup;30;p11rmn_
S5AS_;SpinEcho SPINE S5;4;4;0;0;777;888;999;S53;vup;30;p11rmn_
S5AF_;Flash SPINE S5;4;4;0;0;777;888;999;S53;vup;30;p11rmn_
S6AS_;SpinEcho SPINE S6;4;4;0;0;777;888;999;S63;vup;30;p11rmn_
S6AF_;Flash SPINE S6;4;4;0;0;777;888;999;S63;vup;30;p11rmn_
S7AS_;SpinEcho SPINE S7;4;4;0;0;777;888;999;S73;vup;30;p11rmn_
S7AF_;Flash SPINE S7;4;4;0;0;777;888;999;S73;vup;30;p11rmn_
S8AS_;SpinEcho SPINE S8;4;4;0;0;777;888;999;S83;vup;30;p11rmn_
S8AF_;Flash SPINE S8;4;4;0;0;777;888;999;S83;vup;30;p11rmn_
//;;;;;;;;;;;;
S1AS_;SpinEcho SPINE S1;4;4;0;0;777;888;999;S14;vup;30;p11rmn_
S1AF_;Flash SPINE S1;4;4;0;0;777;888;999;S14;vup;30;p11rmn_
S2AS_;SpinEcho SPINE S2;4;4;0;0;777;888;999;S24;vup;30;p11rmn_
S2AF_;Flash SPINE S2;4;4;0;0;777;888;999;S24;vup;30;p11rmn_
S3AS_;SpinEcho SPINE S3;4;4;0;0;777;888;999;S34;vup;30;p11rmn_
S3AF_;Flash SPINE S3;4;4;0;0;777;888;999;S34;vup;30;p11rmn_
S4AS_;SpinEcho SPINE S4;4;4;0;0;777;888;999;S44;vup;30;p11rmn_
S4AF_;Flash SPINE S4;4;4;0;0;777;888;999;S44;vup;30;p11rmn_
S5AS_;SpinEcho SPINE S5;4;4;0;0;777;888;999;S54;vup;30;p11rmn_
S5AF_;Flash SPINE S5;4;4;0;0;777;888;999;S54;vup;30;p11rmn_
S6AS_;SpinEcho SPINE S6;4;4;0;0;777;888;999;S64;vup;30;p11rmn_
S6AF_;Flash SPINE S6;4;4;0;0;777;888;999;S64;vup;30;p11rmn_
S7AS_;SpinEcho SPINE S7;4;4;0;0;777;888;999;S74;vup;30;p11rmn_
S7AF_;Flash SPINE S7;4;4;0;0;777;888;999;S74;vup;30;p11rmn_
S8AS_;SpinEcho SPINE S8;4;4;0;0;777;888;999;S84;vup;30;p11rmn_
S8AF_;Flash SPINE S8;4;4;0;0;777;888;999;S84;vup;30;p11rmn_
//;;;;;;;;;;;;
// BREAST ;;;;;;;;;;;;
BL1S_;Flash BREAST LEFT;4;4;0;0;777;888;999;xxx;vup;30;p11rmn_
BL1F_;Flash BREAST LEFT;4;4;0;0;777;888;999;xxx;vup;30;p11rmn_
BR1S_;SpinEcho BREAST RIGHT;4;4;0;0;777;888;999;xxx;vup;30;p11rmn_
BR1F_;SpinEcho BREAST RIGHT;4;4;0;0;777;888;999;xxx;vup;30;p11rmn_
//;;;;;;;;;;;;
// NECK ARRAY SIMPHONY;;;;;;;;;;;;
N1FS_;Flash NECK ARRAY N1;4;4;0;0;777;888;999;xxx;hdx;30;p11rmn_
N1SS_;SpinEcho NECK ARRAY N1;4;4;0;0;777;888;999;xxx;hdx;30;p11rmn_
N2FS_;Flash NECK ARRAY N2;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
N2SS_;SpinEcho NECK ARRAY N2;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
//;;;;;;;;;;;;
//;;;;;;;;;;;;
// NECK MATRIX AVANTO;;;;;;;;;;;;
N1FA_;Flash NECK ARRAY B1;4;4;0;0;777;888;999;xxx;hdx;30;p11rmn_
N1SA_;SpinEcho NECK ARRAY B1;4;4;0;0;777;888;999;xxx;hdx;30;p11rmn_
N2FA_;Flash NECK ARRAY B2;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
N2SA_;SpinEcho NECK ARRAY B2;4;4;0;0;777;888;999;xxx;hsx;30;p11rmn_
//;;;;;;;;;;;;
// NECK MATRIX AVANTO SAVE UNCOMBINED;;;;;;;;;;;;
N12S_;SpinEcho NECK ARRAY B1-2;4;4;0;0;777;888;999;NE1;hdx;30;p11rmn_
N12F_;Flash NECK ARRAY B1-2;4;4;0;0;777;888;999;NE1;hdx;30;p11rmn_
N12S_;SpinEcho NECK ARRAY B1-2;4;4;0;0;777;888;999;NE2;hsx;30;p11rmn_
N12F_;Flash NECK ARRAY B1-2;4;4;0;0;777;888;999;NE2;hsx;30;p11rmn_
//N12S_;SpinEcho NECK ARRAY B1-2;4;4;0;0;777;888;999;C:NE1,2;hdx;30;p11rmn_
//N12F_;Flash NECK ARRAY B1-2;4;4;0;0;777;888;999;C:NE1,2;hdx;30;p11rmn_
//;;;;;;;;;;;;
// NECK MATRIX AERA SAVE UNCOMBINED;;;;;;;;;;;;
O12S_;SpinEcho NECK ARRAY ;4;4;0;0;777;888;999;N11;hdx;30;p11rmn_
O12S_;SpinEcho NECK ARRAY ;4;4;0;0;777;888;999;N12;hdx;30;p11rmn_
O12S_;SpinEcho NECK ARRAY ;4;4;0;0;777;888;999;N21;hsx;30;p11rmn_
O12S_;SpinEcho NECK ARRAY ;4;4;0;0;777;888;999;N22;hsx;30;p11rmn_
O12S_;SpinEcho NECK ARRAY ;4;4;0;0;777;888;999;NE1,2;hsx;30;p11rmn_
O12F_;Flash NECK ARRAY;4;4;0;0;777;888;999;N11;hdx;30;p11rmn_
O12F_;Flash NECK ARRAY;4;4;0;0;777;888;999;N12;hdx;30;p11rmn_
O12F_;Flash NECK ARRAY;4;4;0;0;777;888;999;N21;hsx;30;p11rmn_
O12F_;Flash NECK ARRAY;4;4;0;0;777;888;999;N22;hsx;30;p11rmn_
O12F_;Flash NECK ARRAY;4;4;0;0;777;888;999;NE1,2;hsx;30;p11rmn_
//;;;;;;;;;;;;
// LOOP AND FLEXIBLE;;;;;;;;;;;;
LLFS_;Flash LARGE LOOP;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
LLSS_;SpinEcho LARGE LOOP;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
SLFS_;Flash SMALL LOOP;4;4;0;0;777;888;999;xxx;vup;30;p11rmn_
SLSS_;SpinEcho SMALL LOOP;4;4;0;0;777;888;999;xxx;vup;30;p11rmn_
LFFS_;Flash LARGE FLEXIBLE;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
LFSS_;SpinEcho LARGE FLEXIBLE;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
SFFS_;Flash SMALL FLEXIBLE;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
SFSS_;SpinEcho SMALL FLEXIBLE;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
//;;;;;;;;;;;;
// SMALL LOOP AERA ;;;;;;;;;;;;
TLFS_;Flash SMALL LOOP;4;4;0;0;777;888;999;L4;vup;30;p11rmn_
TLSS_;SpinEcho SMALL LOOP;4;4;0;0;777;888;999;L4;vup;30;p11rmn_
ULFS_;Flash SMALL LOOPB;4;4;0;0;777;888;999;L4;vup;30;p11rmn_
ULSS_;SpinEcho SMALL LOOPB;4;4;0;0;777;888;999;L4;vup;30;p11rmn_
//;;;;;;;;;;;;
// FLEXIBLE AERA SAVE UNCOMBINED;;;;;;;;;;;;
LBFS_;Flash LARGE FLEXIBLE;4;4;0;0;777;888;999;FL;x;x;p12rmn_
LBSS_;SpinEcho LARGE FLEXIBLE;4;4;0;0;777;888;999;FL;x;x;p12rmn_
LBFS_;Flash LARGE FLEXIBLE;4;4;0;0;777;888;999;FL1;x;30;p10rmn_
LBSS_;SpinEcho LARGE FLEXIBLE;4;4;0;0;777;888;999;FL1;x;30;p10rmn_
LBFS_;Flash LARGE FLEXIBLE;4;4;0;0;777;888;999;FL2;x;30;p10rmn_
LBSS_;SpinEcho LARGE FLEXIBLE;4;4;0;0;777;888;999;FL2;x;30;p10rmn_
LBFS_;Flash LARGE FLEXIBLE;4;4;0;0;777;888;999;FL3;x;30;p10rmn_
LBSS_;SpinEcho LARGE FLEXIBLE;4;4;0;0;777;888;999;FL3;x;30;p10rmn_
LBFS_;Flash LARGE FLEXIBLE;4;4;0;0;777;888;999;FL4;x;30;p10rmn_
LBSS_;SpinEcho LARGE FLEXIBLE;4;4;0;0;777;888;999;FL4;x;30;p10rmn_
SBFS_;Flash SMALL FLEXIBLE;4;4;0;0;777;888;999;FS;x;x;p12rmn_
SBSS_;SpinEcho SMALL FLEXIBLE;4;4;0;0;777;888;999;FS;x;x;p12rmn_
SBFS_;Flash SMALL FLEXIBLE;4;4;0;0;777;888;999;FS1;x;30;p10rmn_
SBSS_;SpinEcho SMALL FLEXIBLE;4;4;0;0;777;888;999;FS1;x;30;p10rmn_
SBFS_;Flash SMALL FLEXIBLE;4;4;0;0;777;888;999;FS2;x;30;p10rmn_
SBSS_;SpinEcho SMALL FLEXIBLE;4;4;0;0;777;888;999;FS2;x;30;p10rmn_
SBFS_;Flash SMALL FLEXIBLE;4;4;0;0;777;888;999;FS3;x;30;p10rmn_
SBSS_;SpinEcho SMALL FLEXIBLE;4;4;0;0;777;888;999;FS3;x;30;p10rmn_
SBFS_;Flash SMALL FLEXIBLE;4;4;0;0;777;888;999;FS4;x;30;p10rmn_
SBSS_;SpinEcho SMALL FLEXIBLE;4;4;0;0;777;888;999;FS4;x;30;p10rmn_
//;;;;;;;;;;;;
// MATRIX PERIPHERIC ANGIO AERA SAVE UNCOMBINED;;;;;;;;;;;;
PA1F_;Flash PERIF ARRAY PA1;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA1S_;SpinEcho PERIF ARRAY PA1;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA2F_;Flash PERIF ARRAY PA2;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA2S_;SpinEcho PERIF ARRAY PA2;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA3F_;Flash PERIF ARRAY PA3;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA3S_;SpinEcho PERIF ARRAY PA3;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
PA4F_;Flash PERIF ARRAY PA4;4;4;0;0;777;888;999;xxx;x;x;p12rmn_
