0,  0.0,  755.6797041459517,  
1,  1.0,  746.5397227894176,  
2,  2.0,  746.8144864169034,  
3,  3.0,  741.7398570667614,  
4,  4.0,  736.6568603515625,  
5,  5.0,  728.3660500266335,  
6,  6.0,  727.8719426935369,  
7,  7.0,  721.7495283647017,  
8,  8.0,  718.5382745916194,  
9,  9.0,  712.9844193892045,  
10,  10.0,  710.3984319513494,  
11,  11.0,  703.5243863192471,  
12,  12.0,  705.2614246715199,  
13,  13.0,  698.3557350852273,  
14,  14.0,  697.7922474254261,  
15,  15.0,  689.8395385742188,  
16,  16.0,  691.8731190074574,  
17,  17.0,  683.6713922674006,  
18,  18.0,  681.9520263671875,  
19,  19.0,  678.7232721502131,  
20,  20.0,  678.4174693714489,  
21,  21.0,  672.8191361860795,  
22,  22.0,  672.97216796875,  
23,  23.0,  666.1207441850142,  
24,  24.0,  666.1051080877131,  
25,  25.0,  662.5927567915483,  
26,  26.0,  663.5409989790483,  
27,  27.0,  658.8018687855114,  
28,  28.0,  658.6015846946023,  
29,  29.0,  651.8993696732955,  
30,  30.0,  651.3006813742898,  
31,  31.0,  643.7584228515625,  
32,  32.0,  641.9999667080966,  
33,  33.0,  634.3026788884944,  
34,  34.0,  628.5039117986506,  
35,  35.0,  616.2081687233665,  
36,  36.0,  605.5783136541194,  
37,  37.0,  593.6501964222301,  
38,  38.0,  577.7499112215909,  
39,  39.0,  559.9930974786931,  
40,  40.0,  543.0689919211648,  
41,  41.0,  528.1489202325994,  
42,  42.0,  510.3619357022372,  
43,  43.0,  489.4917297363281,  
44,  44.0,  468.493408203125,  
45,  45.0,  449.29463611949575,  
46,  46.0,  428.2411166104403,  
47,  47.0,  406.6557339754972,  
48,  48.0,  386.74026766690343,  
49,  49.0,  366.50314885919744,  
50,  50.0,  344.69573697176844,  
51,  51.0,  328.68302778764206,  
52,  52.0,  307.64346590909093,  
53,  53.0,  286.37896451083094,  
54,  54.0,  267.4419028542259,  
55,  55.0,  248.11426336115056,  
56,  56.0,  228.44186401367188,  
57,  57.0,  211.3794305974787,  
58,  58.0,  188.7486433549361,  
59,  59.0,  171.11698081276634,  
60,  60.0,  148.99242470481178,  
61,  61.0,  129.10198350386187,  
62,  62.0,  113.18553577769886,  
63,  63.0,  96.632624539462,  
64,  64.0,  82.4263590032404,  
65,  65.0,  64.39314755526456,  
66,  66.0,  52.83159672130238,  
67,  67.0,  39.74705956198952,  
68,  68.0,  30.904801108620383,  
69,  69.0,  24.316668076948687,  
70,  70.0,  16.70822828466242,  
71,  71.0,  13.110083276575262,  
72,  72.0,  8.754206223921342,  
73,  73.0,  9.472909537228672,  
74,  74.0,  6.861684365706011,  
75,  75.0,  6.30562314120206,  
76,  76.0,  5.335356192155317,  
77,  77.0,  5.862966201522133,  
78,  78.0,  6.1760499043898145,  
79,  79.0,  5.621690706773237,  
80,  80.0,  6.87748629396612,  
81,  81.0,  9.765209371393377,  
82,  82.0,  7.193604360927235,  
83,  83.0,  8.279866175218062,  
84,  84.0,  6.324239882555875,  
85,  85.0,  7.378432078795,  
86,  86.0,  7.9735308993946425,  
87,  87.0,  8.235863468863748,  
88,  88.0,  5.959097363732078,  
89,  89.0,  10.427245313471014,  
90,  90.0,  8.322709907184947,  
91,  91.0,  9.597032330252908,  
92,  92.0,  6.87291390245611,  
93,  93.0,  8.435828815806996,  
94,  94.0,  6.955333427949385,  
95,  95.0,  7.520846020091664,  
96,  96.0,  5.9414355104619805,  
97,  97.0,  6.31214748729359,  
98,  98.0,  7.15085937760093,  
99,  99.0,  7.772807316346602,  
100,  100.0,  6.14962497624484,  
101,  101.0,  6.745986244895241,  
102,  102.0,  6.075482021678578,  
103,  103.0,  9.55139480937611,  
104,  104.0,  8.149141398343174,  
105,  105.0,  9.039943218231201,  
106,  106.0,  8.991718812422318,  
107,  107.0,  8.934041196649725,  
108,  108.0,  6.2886340834877705,  
109,  109.0,  11.89766112240878,  
110,  110.0,  6.791048049926758,  
