0.0,  2.8494142878572575,  
1.0,  2.055952859904778,  
2.0,  1.4474203056183796,  
3.0,  -0.11761847798470626,  
4.0,  -0.001540310861855687,  
5.0,  2.0078241074130574,  
6.0,  1.658971092536035,  
7.0,  0.9271037251178313,  
8.0,  -1.024431270764694,  
9.0,  -1.6137691046287728,  
10.0,  -1.454984483505541,  
11.0,  -1.9193931034177467,  
12.0,  -0.7941376312688817,  
13.0,  -0.32604423893394596,  
14.0,  0.23640185519241186,  
15.0,  -1.8191073655805212,  
16.0,  0.7983826885913459,  
17.0,  -0.2203098892523485,  
18.0,  -2.8438518693529886,  
19.0,  -1.1354645762847895,  
20.0,  -1.1601116108995484,  
21.0,  -4.735386634419115,  
22.0,  -7.829351614173106,  
23.0,  -9.363304490502173,  
24.0,  -13.238556964400914,  
25.0,  -19.294564380329348,  
26.0,  -22.96635758878483,  
27.0,  -34.14959976448313,  
28.0,  -44.368089069711004,  
29.0,  -58.31043523458254,  
30.0,  -70.53588120121378,  
31.0,  -85.33116458501684,  
32.0,  -101.51485006106282,  
33.0,  -117.5698810775051,  
34.0,  -134.1387636268862,  
35.0,  -151.57203370885088,  
36.0,  -165.83090070727735,  
37.0,  -181.88063006960851,  
38.0,  -196.20283911651205,  
39.0,  -210.26796463776077,  
40.0,  -220.6844078451798,  
41.0,  -232.81757234761164,  
42.0,  -240.02652519494967,  
43.0,  -248.5493728547009,  
44.0,  -249.6771392748414,  
45.0,  -253.5689098158113,  
46.0,  -251.7115175298124,  
47.0,  -259.03577629291004,  
48.0,  -257.66829243944375,  
49.0,  -257.614198471189,  
50.0,  -256.36992660583047,  
51.0,  -257.4931772606267,  
52.0,  -253.48095138994557,  
53.0,  -254.55415741885832,  
54.0,  -250.9085184475067,  
55.0,  -252.36759571079847,  
56.0,  -245.14223515599923,  
57.0,  -242.7059919145011,  
58.0,  -234.88294879436523,  
59.0,  -231.89395873415674,  
60.0,  -219.80010960230618,  
61.0,  -213.13379442083055,  
62.0,  -199.93289660148412,  
63.0,  -187.44672533727123,  
64.0,  -169.59227004136636,  
65.0,  -160.11309427911073,  
66.0,  -141.10682100860072,  
67.0,  -128.50904704269146,  
68.0,  -110.15490532705064,  
69.0,  -97.28594526686288,  
70.0,  -79.02149059259705,  
71.0,  -68.31037719736378,  
72.0,  -50.640675482441566,  
73.0,  -40.2094124808558,  
74.0,  -30.01281511022023,  
75.0,  -22.57021486911458,  
76.0,  -12.048298769257372,  
77.0,  -9.777316943816345,  
78.0,  0.9790420862567544,  
79.0,  0.21617848964126551,  
80.0,  6.212767692472994,  
81.0,  5.268037322593273,  
82.0,  9.00218224860987,  
83.0,  6.932641879258654,  
84.0,  9.608299826045368,  
85.0,  7.022841724623163,  
86.0,  12.702645859793506,  
87.0,  5.488665711669682,  
88.0,  10.93300310908728,  
89.0,  4.774838183438078,  
90.0,  11.15658814885569,  
91.0,  5.46973804617835,  
92.0,  8.135702337408588,  
93.0,  4.40167340535902,  
94.0,  10.651373728722888,  
95.0,  3.541020015596928,  
96.0,  4.712419128551801,  
97.0,  0.8434164155992221,  
98.0,  7.0010451242529825,  
99.0,  -0.23066598128184523,  
100.0,  6.34061597363916,  
101.0,  -0.18738617717679062,  
102.0,  4.502765865275592,  
103.0,  0.7090401851585284,  
104.0,  4.091715102784406,  
105.0,  -2.2851835029405265,  
106.0,  2.635129257898484,  
107.0,  -1.2746437560338109,  
108.0,  3.4569607453906883,  
109.0,  -3.3682883280272335,  
110.0,  2.0931204317380434,  
111.0,  -1.2045449532961356,  
112.0,  3.5669847817848677,  
113.0,  -2.857366046612924,  
114.0,  3.958837220601481,  
115.0,  -0.4307555142279398,  
116.0,  3.92941660649808,  
117.0,  -2.683585648399344,  
118.0,  2.7859406241334455,  
119.0,  -3.336337628104843,  
120.0,  1.1121106673288068,  
121.0,  -5.6995472310429705,  
122.0,  1.4276299942515607,  
123.0,  -2.2126897768160916,  
124.0,  1.7063089742200646,  
125.0,  -2.6320352405662106,  
126.0,  1.703496506381839,  
127.0,  -3.7338453854325735,  
128.0,  0.9914249238338471,  
129.0,  -0.9977899557333103,  
130.0,  2.6212916253683716,  
